Wolof,ajami
«Ci kaw loolu mu génn réewu niti,«چي كاو لوولو مو گێنن رێەوو نيتي
"Kalde, dëkksi Karan. Te bi baayam faatoo,","كالدە, دێككسي كاران. تە بي باايام فااتوو,"
"Yàlla toxale ko foofa, dëël ko ci","ياللا توخالە كو فووفا, دێێل كو چي"
"réew, mi ngeen dëkk léegi.","رێەو, مي ڠەەن دێكك لێەگي."
Waaye mayu ko fa genn moomeel gu,واايە مايو كو فا گەنن موومەەل گو
"mu war a donnale, du sax fu","مو وار ا دوننالە, دو ساخ فو"
mu man a teg tànkam; waaye dig,مو مان ا تەگ تانكام; واايە ديگ
"na ko ne, dina ko may réew","نا كو نە, دينا كو ماي رێەو"
"mi, mu yilif ko moom ak askanam, fekk booba amagul doom.","مي, مو ييليف كو مووم اك اسكانام, فەكك بووبا اماگول دووم."
Yàlla ne ko: “Ñi soqikoo ci yaw,ياللا نە كو: “ڽي سوقيكوو چي ياو
dinañu ganeyaan ci réew mu ñu dëkkul;,ديناڽو گانەياان چي رێەو مو ڽو دێككول;
"dees na leen def ay jaam, di","دەەس نا لەەن دەف اي جاام, دي"
leen fitnaal diirub ñeenti téeméeri at.”,لەەن فيتناال دييروب ڽەەنتي تێەمێەري ات.”
Waaye Yàlla nee na: “Xeet wi leen,واايە ياللا نەە نا: “خەەت وي لەەن
"jaamloo, man maa leen di àtte te","جااملوو, مان ماا لەەن دي اتتە تە"
"gannaaw loolu dinañu génn, di ma jaamu ci bérab bii.”","گاننااو لوولو ديناڽو گێنن, دي ما جاامو چي بێراب بيي.”"
"Yàlla nag tëral kóllëre seen diggante, fas","ياللا ناگ تێرال كۆللێرە سەەن ديگگانتە, فاس"
ko ci màndargam xaraf. Noonu Ibraayma jur,كو چي ماندارگام خاراف. نوونو يبراايما جور
"Isaaxa, xarafal ko ca juróom-ñetteelu fan ba;","يسااخا, خارافال كو چا جورۆوم-ڽەتتەەلو فان با;"
"Isaaxa def noonu Yanqóoba, Yanqóoba it def","يسااخا دەف نوونو يانقۆوبا, يانقۆوبا يت دەف"
"noonu fukki maam ya ak ñaar, ñi sos xeet wi.","نوونو فوككي ماام يا اك ڽاار, ڽي سوس خەەت وي."
"«Naka maam yooyu, dañoo iñaane Yuusufa, ba","«ناكا ماام يوويو, داڽوو يڽاانە يووسوفا, با"
"jaay ko, mu jëm réewu Misra. Waaye Yàlla taxawu ko,","جااي كو, مو جێم رێەوو ميسرا. واايە ياللا تاخاوو كو,"
"génne ko ci coonoom yépp, defal ko","گێننە كو چي چوونووم يێپپ, دەفال كو"
"yiw ak xel ci kanamu Firawna, buuru","ييو اك خەل چي كانامو فيراونا, بوورو"
"Misra, mu def ko kilifag Misra ak këram gépp.","ميسرا, مو دەف كو كيليفاگ ميسرا اك كێرام گێپپ."
«Bi loolu amee xiif tàbbi ci biir,«بي لوولو امەە خييف تاببي چي بيير
"Misra ak réewu Kanaan mépp, ba toskare","ميسرا اك رێەوو كاناان مێپپ, با توسكارە"
"ja metti lool, te sunuy maam amatuñu lu ñu lekk.","جا مەتتي لوول, تە سونوي ماام اماتوڽو لو ڽو لەكك."
"Yanqóoba nag dégg ne, Misra am na","يانقۆوبا ناگ دێگگ نە, ميسرا ام نا"
"dugub, mu yebal ca sunuy maam, ñu","دوگوب, مو يەبال چا سونوي ماام, ڽو"
dem fa yoon wu jëkk.,دەم فا يوون وو جێكك.
"Bi fa ay doomi baayam delloo nag,","بي فا اي دوومي باايام دەللوو ناگ,"
"Yuusufa xàmmiku leen, te Firawna xamante ak njabootam.","يووسوفا خامميكو لەەن, تە فيراونا خامانتە اك نجابووتام."
"Ci kaw loolu Yuusufa yeble, woo baayam","چي كاو لوولو يووسوفا يەبلە, ووو باايام"
"ak mbokkam yépp, ñuy juróom-ñaar-fukki nit ak juróom.","اك مبوككام يێپپ, ڽوي جورۆوم-ڽاار-فوككي نيت اك جورۆوم."
"Noonu Yanqóoba dem Misra, faatu fa, moom ak sunuy maam.","نوونو يانقۆوبا دەم ميسرا, فااتو فا, مووم اك سونوي ماام."
"Gannaaw loolu ñu yóbbu seeni néew Sikem,","گاننااو لوولو ڽو يۆببو سەەني نێەو سيكەم,"
"dugal leen ca bàmmeel, ba Ibraayma jëndoon","دوگال لەەن چا باممەەل, با يبراايما جێندوون"
ak xaalis ca doomi Emor ca Sikem.,اك خااليس چا دوومي ەمور چا سيكەم.
«Bi loolu wéyee jamono ji jege woon,«بي لوولو وێيەە جامونو جي جەگە ووون
"na, ngir Yàlla amal li mu digoon","نا, ڠير ياللا امال لي مو ديگوون"
Ibraayma ci ngiñ; fekk xeet wa di,يبراايما چي ڠيڽ; فەكك خەەت وا دي
"law tey gën a bare ci Misra,","لاو تەي گێن ا بارە چي ميسرا,"
ba keroog beneen buur bu xamul Yuusufa di falu ci Misra.,با كەرووگ بەنەەن بوور بو خامول يووسوفا دي فالو چي ميسرا.
Buur boobu nag dafa daan nax sunu,بوور بووبو ناگ دافا داان ناخ سونو
"xeet, di fitnaal sunuy maam, ba di","خەەت, دي فيتناال سونوي ماام, با دي"
"leen sànniloo seeni doom, ngir ñu dee.","لەەن ساننيلوو سەەني دووم, ڠير ڽو دەە."
"«Booba nag la Musaa juddu, di ku","«بووبا ناگ لا موساا جوددو, دي كو"
rafet ci kanam Yàlla; ñu yor ko,رافەت چي كانام ياللا; ڽو يور كو
"ñetti weer ci biir kër baayam,","ڽەتتي وەەر چي بيير كێر باايام,"
ba noppi sànni ko. Noonu doom ju,با نوپپي سانني كو. نوونو دووم جو
"jigéen ju Firawna for ko, yar ko ni doomam.","جيگێەن جو فيراونا فور كو, يار كو ني دوومام."
Musaa nag di ku yeewu ci xam-xamu,موساا ناگ دي كو يەەوو چي خام-خامو
"waa Misra bépp, di jàmbaar ci wax ak jëf.","واا ميسرا بێپپ, دي جامباار چي واخ اك جێف."
"«Bi mu demee ba am ñeent-fukki at,","«بي مو دەمەە با ام ڽەەنت-فوككي ات,"
"mu fas yéeney seeti ay bokkam, maanaam bànni Israyil.","مو فاس يێەنەي سەەتي اي بوككام, مااناام بانني يسراييل."
Noonu mu gis ca ku ñuy néewal,نوونو مو گيس چا كو ڽوي نێەوال
"doole, mu sotle ko, feyyul ko, ba dóor waayi Misra ja.","دوولە, مو سوتلە كو, فەييول كو, با دۆور واايي ميسرا جا."
"Mu defe ne, ay bokkam dinañu xam","مو دەفە نە, اي بوككام ديناڽو خام"
"ne, ciy loxoom la leen Yàllay musale, waaye xamuñu ko.","نە, چيي لوخووم لا لەەن ياللاي موسالە, واايە خاموڽو كو."
Ca ëllëg sa mu juux ci ay,چا ێللێگ سا مو جووخ چي اي
"Yawut yuy xeex, mu di leen jéem","ياووت يوي خەەخ, مو دي لەەن جێەم"
a jubale ne leen: “Yéen ay bokk,ا جوبالە نە لەەن: “يێەن اي بوكك
"ngeen, lu tax ngeen di xeex?”","ڠەەن, لو تاخ ڠەەن دي خەەخ?”"
Waaye kiy néewal doole moroomam bëmëx ko,واايە كيي نێەوال دوولە موروومام بێمێخ كو
ne: “Ku la teg kilifa ak àttekat ci sunu kaw?,نە: “كو لا تەگ كيليفا اك اتتەكات چي سونو كاو?
"Ndax danga maa bëgg a rey, ni","نداخ داڠا ماا بێگگ ا رەي, ني"
nga defoon démb waayi Misra ja?”,ڠا دەفوون دێمب واايي ميسرا جا?”
"Bi Musaa déggee wax jooju, mu daldi","بي موساا دێگگەە واخ جووجو, مو دالدي"
"daw, dem réewu Majan, di fa ab","داو, دەم رێەوو ماجان, دي فا اب"
"doxandéem; mu séy fa, ba am ñaari doom.","دوخاندێەم; مو سێي فا, با ام ڽااري دووم."
"«Lu ko wees ñeent-fukki at nag, bi","«لو كو وەەس ڽەەنت-فوككي ات ناگ, بي"
"mu nekkee ca màndiŋu tundu Sinayi, malaaka","مو نەككەە چا مانديŋو توندو سينايي, مالااكا"
feeñu ko ci takk-takku safara ci biir as ngarab.,فەەڽو كو چي تاكك-تاككو سافارا چي بيير اس ڠاراب.
"Bi ko Musaa gisee, mu daldi waaru","بي كو موساا گيسەە, مو دالدي واارو"
ci li mu gis; mu jegesi ngir,چي لي مو گيس; مو جەگەسي ڠير
"niir ko, dégg baatu Boroom bi ne ko:","نيير كو, دێگگ بااتو بورووم بي نە كو:"
"“Man maay sa Yàllay maam, di Yàllay","“مان مااي سا ياللاي ماام, دي ياللاي"
"Ibraayma, Isaaxa ak Yanqóoba.” Ci kaw loolu","يبراايما, يسااخا اك يانقۆوبا.” چي كاو لوولو"
"Musaa tiit bay lox, te ñemeetul a xool.","موساا تييت باي لوخ, تە ڽەمەەتول ا خوول."
Noonu Boroom bi ne ko: “Summil say,نوونو بورووم بي نە كو: “سومميل ساي
"dàll, ndaxte bérab bi nga taxaw, bérab bu sell la.","دالل, نداختە بێراب بي ڠا تاخاو, بێراب بو سەلل لا."
Gis naa bu baax fitnay sama xeet,گيس ناا بو بااخ فيتناي ساما خەەت
"ci Misra te dégg naa seeni tawat,","چي ميسرا تە دێگگ ناا سەەني تاوات,"
kon wàcc naa ngir musal leen. Léegi,كون واچچ ناا ڠير موسال لەەن. لێەگي
"nag ñëwal, dinaa la yebal Misra.”","ناگ ڽێوال, ديناا لا يەبال ميسرا.”"
"«Musaa moomu bañoon nañu ko, ba ne","«موساا موومو باڽوون ناڽو كو, با نە"
ko: “Ku la teg kilifa ak àttekat?”,كو: “كو لا تەگ كيليفا اك اتتەكات?”
"Waaye moom la Yàlla yebal, jaarale ko","واايە مووم لا ياللا يەبال, جاارالە كو"
ci malaaka mi ko feeñu ca ngarab,چي مالااكا مي كو فەەڽو چا ڠاراب
"sa, ngir mu nekk kilifa gu leen di goreel.","سا, ڠير مو نەكك كيليفا گو لەەن دي گورەەل."
"Moo leen génne réewu Misra, di def","موو لەەن گێننە رێەوو ميسرا, دي دەف"
ay kéemaan ak ay firnde ca réew,اي كێەماان اك اي فيرندە چا رێەو
"ma, ca Géej gu xonq ga ak","ما, چا گێەج گو خونق گا اك"
ca màndiŋ ma diirub ñeent-fukki at.,چا مانديŋ ما دييروب ڽەەنت-فوككي ات.
Musaa moomu moo ne woon bànni Israyil:,موساا موومو موو نە ووون بانني يسراييل:
“Yàlla dina leen feeñalal ci seeni bokk,“ياللا دينا لەەن فەەڽالال چي سەەني بوكك
Yonent bu mel ni man.”,يونەنت بو مەل ني مان.”
Te moo nekkoon ak mbooloo ma ca,تە موو نەككوون اك مبوولوو ما چا
"màndiŋ ma, ànd ak sunuy maam, wéttalikoo","مانديŋ ما, اند اك سونوي ماام, وێتتاليكوو"
"malaaka, mi waxoon ak moom ci tundu","مالااكا, مي واخوون اك مووم چي توندو"
Sinayi. Te mu jote ci Yàlla kàddu,سينايي. تە مو جوتە چي ياللا كاددو
"yiy dund, ngir jottali nu ko.","ييي دوند, ڠير جوتتالي نو كو."
Waaye sunuy maam nanguwuñu koo déggal; dañu,واايە سونوي ماام ناڠوووڽو كوو دێگگال; داڽو
"koo bañ te seeni xel dëpp, dellu Misra.","كوو باڽ تە سەەني خەل دێپپ, دەللو ميسرا."
Ñu sant Aaroona ne: “Sàkkal nu ay,ڽو سانت ااروونا نە: “ساككال نو اي
"yàlla yuy jiitu ci sunu kanam, ndaxte","ياللا يوي جييتو چي سونو كانام, نداختە"
"Musaa male nu génne ci réewu Misra, xamunu lu ko dal.”","موساا مالە نو گێننە چي رێەوو ميسرا, خامونو لو كو دال.”"
"Booba nag ñu tëgglu aw sëllu, muy","بووبا ناگ ڽو تێگگلو او سێللو, موي"
"xërëm, ñu di ko tuuru, di bànneexu ci seeni jëfi loxo.","خێرێم, ڽو دي كو توورو, دي باننەەخو چي سەەني جێفي لوخو."
Waaye bi ñu ko defee Yàlla dëddu,واايە بي ڽو كو دەفەە ياللا دێددو
"leen, bërgël leen, ñuy jaamu biddiiwi asamaan.","لەەن, بێرگێل لەەن, ڽوي جاامو بيددييوي اساماان."
Moom lañu bind ci téereb yonent yi,مووم لاڽو بيند چي تێەرەب يونەنت يي
"ne:“Yéen bànni Israyil, ndax rendi ngeen jur,jébbal","نە:“يێەن بانني يسراييل, نداخ رەندي ڠەەن جور,جێببال"
"ma, boole ko ak i sarax,diirub ñeent-fukki at ca màndiŋ ma?","ما, بوولە كو اك ي ساراخ,دييروب ڽەەنت-فوككي ات چا مانديŋ ما?"
"Yóbbu ngeen sax fu nekk tànt,biy màggalukaayu","يۆببو ڠەەن ساخ فو نەكك تانت,بيي ماگگالوكاايو"
"Molog ak biddiiwub Refan,bi ñu daan bokkaaleel","مولوگ اك بيددييووب رەفان,بي ڽو داان بوككاالەەل"
"Yàlla,di ay nataal, yi ngeen defoon ngir","ياللا,دي اي ناتاال, يي ڠەەن دەفوون ڠير"
"màggal leen!Kon nag dinaa leen toxal,yóbbu leen ci gannaaw réewu Babilon.”","ماگگال لەەن!كون ناگ ديناا لەەن توخال,يۆببو لەەن چي گاننااو رێەوو بابيلون.”"
«Sunuy maam amoon nañu ca màndiŋ ma,«سونوي ماام اموون ناڽو چا مانديŋ ما
"tàntu màggalukaay, bi ëmboon li Yàlla seede.","تانتو ماگگالوكااي, بي ێمبوون لي ياللا سەەدە."
"Tànt boobu nag defoon nañu ko, roye","تانت بووبو ناگ دەفوون ناڽو كو, رويە"
"ko ci bi Musaa gisoon, ni ko ko Yàlla sante woon.","كو چي بي موساا گيسوون, ني كو كو ياللا سانتە ووون."
"Te gannaaw ga, bi Yosuwe nekkee kilifag","تە گاننااو گا, بي يوسووە نەككەە كيليفاگ"
"sunuy maam, ñu jot tànt ba ñoom","سونوي ماام, ڽو جوت تانت با ڽووم"
"it, yóbbu ko ca réew, ma ñu","يت, يۆببو كو چا رێەو, ما ڽو"
nangu ca xeet ya Yàlla dàq ci,ناڠو چا خەەت يا ياللا داق چي
"seen kanam. Tànt ba nekk fa, ba ci jamonoy Daawuda.","سەەن كانام. تانت با نەكك فا, با چي جامونوي دااوودا."
"Moom yiw na fa kanam Yàlla, mu","مووم ييو نا فا كانام ياللا, مو"
"ñaan ko, mu sàkkal ko kër ngir askanu Yanqóoba.","ڽاان كو, مو ساككال كو كێر ڠير اسكانو يانقۆوبا."
Waaye Suleymaan moo tabaxal Yàlla kër ga.,واايە سولەيماان موو تاباخال ياللا كێر گا.
«Moona Aji Kawe ji du dëkk ci,«موونا اجي كاوە جي دو دێكك چي
fu loxol nit defar; moom la ab yonent wax ne:,فو لوخول نيت دەفار; مووم لا اب يونەنت واخ نە:
"“Asamaan mooy sama jal,te suuf mooy sama","“اساماان مووي ساما جال,تە سووف مووي ساما"
"tegukaayu tànk.Kon gan kër ngeen may tabaxal,mbaa","تەگوكاايو تانك.كون گان كێر ڠەەن ماي تاباخال,مباا"
fan mooy sama bérabu noppalukaay?,فان مووي ساما بێرابو نوپپالوكااي?
Ndax du sama loxo moo defar yëf,نداخ دو ساما لوخو موو دەفار يێف
yooyu yépp?— Moom la Boroom bi doon wax.”,يوويو يێپپ?— مووم لا بورووم بي دوون واخ.”
"«Yéen ñi dëgër bopp, ànd ak xol","«يێەن ڽي دێگێر بوپپ, اند اك خول"
"buy bañ ak ay nopp yuy fatt,","بوي باڽ اك اي نوپپ يوي فاتت,"
mel ni ñi xamul Yàlla. Dungeen noppeek,مەل ني ڽي خامول ياللا. دوڠەەن نوپپەەك
a diiroo ak Xel mu Sell mi;,ا دييروو اك خەل مو سەلل مي;
"ni ko seen baay yi daan defe,","ني كو سەەن بااي يي داان دەفە,"
noonu ngeen di def yéen itam.,نوونو ڠەەن دي دەف يێەن يتام.
Kan ca yonent ya la seeni maam,كان چا يونەنت يا لا سەەني ماام
tegul woon ay fitna? Rey nañu ñi,تەگول ووون اي فيتنا? رەي ناڽو ڽي
"doon yégle ñëwug Aji Jub ji, moom","دوون يێگلە ڽێووگ اجي جوب جي, مووم"
"mi ngeen jébbale léegi, ba ñu rey ko.","مي ڠەەن جێببالە لێەگي, با ڽو رەي كو."
"Jot ngeen yoonu Musaa, wi Yàlla wàcce","جوت ڠەەن يوونو موساا, وي ياللا واچچە"
"jaarale ko ci ay malaaka, te sàggane ngeen ko.»","جاارالە كو چي اي مالااكا, تە ساگگانە ڠەەن كو.»"
"Bi ñu déggee loolu nag, seeni xol","بي ڽو دێگگەە لوولو ناگ, سەەني خول"
"di dagg, ñuy yéyu, jëm ci kawam.","دي داگگ, ڽوي يێيو, جێم چي كاوام."
"Waaye Ecen, mi fees ak Xel mu","واايە ەچەن, مي فەەس اك خەل مو"
"Sell mi, ne jàkk ci asamaan, gis","سەلل مي, نە جاكك چي اساماان, گيس"
"ndamu Yàlla, te gis Yeesu mi taxaw ci ndeyjooru Yàlla.","ندامو ياللا, تە گيس يەەسو مي تاخاو چي ندەيجوورو ياللا."
